4.59163e-41, 0, 0
0.0261224, 0, 0
0.0290023, 0, 0
0.0319048, 0, 0
0.0348299, 0, 0
0.0377098, 0, 0
0.0406122, 0, 0
0.0435374, 0, 0
0.0464172, 0, 0
0.0493197, 0, 0
0.0522449, 0, 0
0.0551247, 0, 0
0.0580272, 0, 0
0.0609524, 0, 0
0.0638322, 0, 0
0.0667347, 0, 0
0.0696599, 0, 0
0.0725397, 0, 0
0.0754422, 0, 0
0.0783673, 0, 0
0.0812472, 0, 0
0.0841497, 0, 0
0.0870748, 0, 0
0.0899546, 0, 0
0.0928571, 0, 0
0.0957823, 0, 0
0.0986621, 0, 0
0.101565, 0, 0
0.10449, 0, 0
0.10737, 0, 0
0.110272, 0, 0
0.113197, 0, 0
0.116077, 0, 0
0.11898, 0, 0
0.121905, 0, 0
0.124785, 0, 0
0.127687, 0, 0
0.130612, 0, 0
0.133492, 0, 0
0.136395, 0, 0
0.13932, 0, 0
0.1422, 0, 0
0.145102, 0, 0
0.148027, 0, 0
0.150907, 0, 0
0.15381, 0, 0
0.156735, 0, 0
0.159615, 0, 0
0.162517, 0, 0
0.165442, 0, 0
0.168322, 0, 0
0.171224, 0, 0
0.17415, 0, 0
0.177029, 0, 0
0.179932, 0, 0
0.182857, 0, 0
0.185737, 0, 0
0.188639, 0, 0
0.191565, 0, 0
0.194444, 0, 0
0.197347, 0, 0
0.200272, 0, 0
0.203152, 0, 0
0.206054, 0, 0
0.20898, 0, 0
0.211859, 0, 0
0.214762, 0, 0
0.217687, 0, 0
0.220567, 0, 0
0.223469, 0, 0
0.226395, 0, 0
0.229274, 0, 0
0.232177, 0, 0
0.235102, 0, 0
0.237982, 0, 0
0.240884, 0, 0
0.24381, 0, 0
0.246689, 0, 0
0.249592, 0, 0
0.252517, 0, 0
0.255397, 0, 0
0.258299, 0, 0
0.261224, 0, 0
0.264104, 0, 0
0.267007, 0, 0
0.269932, 0, 0
0.272812, 0, 0
0.275714, 0, 0
0.278639, 0, 0
0.281519, 0, 0
0.284422, 0, 0
0.287347, 0, 0
0.290227, 0, 0
0.293129, 0, 0
0.296054, 0, 0
0.298934, 0, 0
0.301837, 0, 0
0.304762, 0, 0
0.307642, 0, 0
0.310544, 0, 0
0.313469, 0, 0
0.316349, 0, 0
0.319252, 0, 0
0.322177, 0, 0
0.325057, 0, 0
0.327959, 0, 0
0.330884, 0, 0
0.333764, 0, 0
0.336667, 0, 0
0.339592, 0, 0
0.342472, 0, 0
0.345374, 0, 0
0.348299, 0, 0
0.351179, 0, 0
0.354082, 0, 0
0.357007, 0, 0
0.359887, 0, 0
0.362789, 0, 0
0.365714, 0, 0
0.368594, 0, 0
0.371497, 0, 0
0.374422, 0, 0
0.377302, 0, 0
0.380204, 0, 0
0.383129, 0, 0
0.386009, 0, 0
0.388912, 0, 0
0.391837, 0, 0
0.394717, 0, 0
0.397619, 0, 0
0.400544, 0, 0
0.403424, 0, 0
0.406327, 0, 0
0.409252, 0, 0
0.412132, 0, 0
0.415034, 0, 0
0.417959, 0, 0
0.420839, 0, 0
0.423741, 0, 0
0.426667, 0, 0
0.429569, 0, 0
0.432449, 0, 0
0.435374, 0, 0
0.438277, 0, 0
0.441156, 0, 0
0.444082, 0, 0
0.446984, 0, 0
0.449864, 0, 0
0.452766, 0, 0
0.455692, 0, 0
